,brand,efficancy_long,efficancy_short,lavant,presentation,product,quality,rincable,smell,texture,chemical,chemical_name
1853,l'occitane,,,,,Mimosa Solid Perfume - Eau d'Azur,4.0,,4.5,,13463-67-7,Titanium dioxide
1954,l'occitane,,,,,Scented Candle Honey - Honey Harvest,3.7,,4.9,,13463-67-7,Titanium dioxide
1978,l'occitane,,,,,Scented Candle Mimosa - Eau d'Azur,2.3,,5.0,,13463-67-7,Titanium dioxide
2046,l'occitane,,,,4.5,Extra Foaming Bath - Honey Harvest,3.4,4.4,4.6,4.3,13463-67-7,Titanium dioxide
2096,l'occitane,,,,,Cones Incense - Rose Poivree,4.0,,4.3,,13463-67-7,Titanium dioxide
2374,l'occitane,,,,,Scented Candle - Pumpkin Brown,2.7,,5.0,,13463-67-7,Titanium dioxide
2511,l'occitane,,,,,Scented Candle Candied Fruits - Fragrance House,3.3,,4.9,,13463-67-7,Titanium dioxide
2710,l'occitane,,,,,Candle Creme Caramel - Fragrance House,3.0,,5.0,,13463-67-7,Titanium dioxide
2781,l'occitane,3.4,3.7,,3.9,Creme Precious - Immortal,2.8,,3.7,4.2,13463-67-7,Titanium dioxide
2862,l'occitane,3.4,4.0,,4.2,Creamy Honey Lip,3.4,,4.5,3.8,13463-67-7,Titanium dioxide
2881,l'occitane,4.5,4.7,,4.6,Velvet Creme Roses - Les 4 Reines,4.0,,4.8,4.8,13463-67-7,Titanium dioxide
2989,l'occitane,,,,3.9,Orange sugar scrubs - L'Oranger,3.6,,4.9,4.6,13463-67-7,Titanium dioxide
3021,l'occitane,4.0,4.4,4.7,4.6,Freshness Verbena Shampoo - Harvest of Verbena,3.6,4.9,4.9,4.7,13463-67-7,Titanium dioxide
3153,l'occitane,,,,4.6,Rose Bonbon - Les 4 Reines,3.3,,,3.9,13463-67-7,Titanium dioxide
3371,l'occitane,3.8,4.1,,4.5,Creme de Miel Face - Honey Harvest,3.5,,4.5,4.6,13463-67-7,Titanium dioxide
3483,l'occitane,3.8,4.3,,4.2,Ultra Rich Hair Care - Care at Shea,3.4,,4.4,4.4,13463-67-7,Titanium dioxide
3675,l'occitane,4.2,4.5,,4.7,Elixir-Immortal,4.0,,4.0,4.6,13463-67-7,Titanium dioxide
4557,l'occitane,4.0,4.2,,4.9,Milk Orange - The Orange,3.3,,5.0,4.6,13463-67-7,Titanium dioxide
4731,l'occitane,3.5,4.1,,4.5,Bust Gel - The Almond,3.2,,4.8,4.6,13463-67-7,Titanium dioxide
4767,l'occitane,4.2,4.4,,4.1,Body Lotion - Care at Shea,3.4,,4.5,4.3,13463-67-7,Titanium dioxide
4814,l'occitane,4.0,4.3,,4.2,Flexibility oil - Almond,3.4,,4.6,4.6,13463-67-7,Titanium dioxide
4822,l'occitane,,,,4.1,Bubble Bath Lavender - Lavender Harvest,3.9,4.6,4.3,4.3,13463-67-7,Titanium dioxide
4823,l'occitane,,,,4.7,Cleansing Foam Lumiere - Immortal,3.6,,4.2,4.6,13463-67-7,Titanium dioxide
4888,l'occitane,,,,4.3,Hydrating Mask - Treatments at Shea,3.6,,4.7,4.6,13463-67-7,Titanium dioxide
5201,l'occitane,3.8,4.0,,3.5,Bienfaisante oil - Aromachology,3.7,,4.8,4.3,13463-67-7,Titanium dioxide
5565,l'occitane,,,,4.6,Bubble Bath Verbena - Verbena Harvest of,3.5,4.6,4.8,4.6,13463-67-7,Titanium dioxide
5638,l'occitane,,,4.3,4.7,Shower gel - Garden L'occitane,3.7,4.4,4.9,4.1,13463-67-7,Titanium dioxide
5938,l'occitane,4.3,4.5,,4.8,After Daily Shampoo - Olive Harvest,3.9,,4.3,4.7,13463-67-7,Titanium dioxide
5957,l'occitane,3.7,4.3,,4.5,Relaxing Foot Cream - Lavender Harvest,3.4,,4.7,4.3,13463-67-7,Titanium dioxide
6043,l'occitane,3.8,4.1,,3.7,Verbena Body Lotion - Verbena Harvest of,3.3,,4.5,4.4,13463-67-7,Titanium dioxide
6211,l'occitane,,,,5.0,Sparkling sugar for Bain Jasmine Green Tea - Green Tea,4.5,4.5,5.0,4.5,13463-67-7,Titanium dioxide
6281,l'occitane,3.0,3.3,,4.3,Eye Express - Olive Harvest,2.7,,3.5,4.0,13463-67-7,Titanium dioxide
6564,l'occitane,4.3,4.5,,3.5,Massage Oil - The Green,4.5,,5.0,4.8,13463-67-7,Titanium dioxide
6765,l'occitane,,,4.4,4.2,Foaming Hair and Body Jelly Honey - Honey Harvest,3.3,4.5,4.5,4.5,13463-67-7,Titanium dioxide
6822,l'occitane,,,4.4,3.3,Pate Lavender Shower-Mure - Harvest Lavender,3.0,4.6,4.3,3.6,13463-67-7,Titanium dioxide
6854,l'occitane,4.1,4.3,,4.4,Wax Body Balm Honey - Honey Harvest,3.6,,4.8,4.0,13463-67-7,Titanium dioxide
7237,l'occitane,4.3,4.7,,4.3,Night Care Cold Cream - Care at Shea,3.7,,4.9,4.4,13463-67-7,Titanium dioxide
7268,l'occitane,3.3,3.3,,4.4,Serum Lumiere - Immortal,3.1,,4.4,4.6,13463-67-7,Titanium dioxide
7358,l'occitane,,,,3.9,Wrap Warmer - Raisin,1.7,,3.7,2.3,13463-67-7,Titanium dioxide
7361,l'occitane,,,,3.9,Anti-freezing water - Raisin,2.9,,4.1,4.0,13463-67-7,Titanium dioxide
7363,l'occitane,,,,4.3,Exfoliating pulp - Raisin,3.2,,4.2,4.0,13463-67-7,Titanium dioxide
7364,l'occitane,,,4.3,4.5,Shower Oil Raisin - Raisin,3.4,4.3,4.2,4.5,13463-67-7,Titanium dioxide
7365,l'occitane,3.6,4.1,,4.6,Milk Beauty - Raisin,3.3,,4.0,4.6,13463-67-7,Titanium dioxide
7367,l'occitane,4.4,4.3,,3.9,Baume Maman Bebe - Nursing at Shea,3.2,,3.6,4.1,13463-67-7,Titanium dioxide
7779,l'occitane,,,,4.4,Cleansing Water - Care at Shea,3.4,,4.3,4.4,13463-67-7,Titanium dioxide
7850,l'occitane,,,,4.7,Sweety Gloss Honey Honey - Honey Harvest,3.6,,,4.1,13463-67-7,Titanium dioxide
7910,l'occitane,,,,,Chocolate Fondant - For the Home,2.7,,3.8,,13463-67-7,Titanium dioxide
7986,l'occitane,,,,,Scented Candle Tart Tatin - For the Home,3.5,,4.8,,13463-67-7,Titanium dioxide
8079,l'occitane,,,,4.9,Cleansing Gelee Flowers - Harvest Honey,3.9,,4.7,4.4,13463-67-7,Titanium dioxide
8145,l'occitane,,,,,Rhubarb Compote in candle - For the Home,3.0,,4.0,,13463-67-7,Titanium dioxide
8149,l'occitane,,,4.6,4.6,Pulp Shower - Orange Ribbon,3.7,4.6,4.6,4.7,13463-67-7,Titanium dioxide
8212,l'occitane,,,,,Calisson candle - For the Home,4.0,,5.0,,13463-67-7,Titanium dioxide
8876,l'occitane,4.0,4.2,,3.8,Very Precious Cream - Immortal,3.2,,4.1,4.2,13463-67-7,Titanium dioxide
8921,l'occitane,,,,,Scented Candle Amber - Fragrance House,3.1,,4.3,,13463-67-7,Titanium dioxide
8950,l'occitane,,,,4.3,Exfoliating Mask Soothing Hands - Care at Shea,3.5,,4.0,4.2,13463-67-7,Titanium dioxide
9351,l'occitane,2.9,2.8,,4.6,Elixir - Immortal,2.3,,2.8,2.7,13463-67-7,Titanium dioxide
9432,l'occitane,,,,3.9,Exfoliating Shower Gel Lavender Mure - Harvest Lavender,3.9,,4.6,4.7,13463-67-7,Titanium dioxide
9523,l'occitane,,,4.7,4.2,Shower Gel Lavender - Lavender Harvest,3.6,4.8,4.5,4.5,13463-67-7,Titanium dioxide
9563,l'occitane,,,,4.3,Cleansing Oil - Almond Apple,3.5,,4.1,3.9,13463-67-7,Titanium dioxide
9564,l'occitane,3.8,4.1,,4.1,Focuses Velvet - Almond Apple,3.2,,4.7,4.6,13463-67-7,Titanium dioxide
9565,l'occitane,,,,4.2,Sweet Peel - Almond Apple,3.5,,4.7,4.5,13463-67-7,Titanium dioxide
9566,l'occitane,,,,4.5,Toning Cider - Apple Almond,3.3,,4.5,4.3,13463-67-7,Titanium dioxide
9620,l'occitane,3.5,3.9,,3.7,Baume Ultra Rich Eye - Care at Shea,3.2,,4.1,4.0,13463-67-7,Titanium dioxide
9628,l'occitane,,,4.3,4.7,Amber Moss,4.3,4.7,5.0,4.7,13463-67-7,Titanium dioxide
9629,l'occitane,3.9,4.5,,4.3,Milk Soft Skin - Orange Ribbon,3.6,,4.4,4.4,13463-67-7,Titanium dioxide
9731,l'occitane,,,,4.5,Veloute Hands Creme Roses - Les 4 Reines,3.0,,4.7,4.7,13463-67-7,Titanium dioxide
9740,l'occitane,,,,,Mini Scented Candle Rose - Les 4 Reines,2.5,,5.0,,13463-67-7,Titanium dioxide
9741,l'occitane,,,,,Incense Sticks Rose - Les 4 Reines,4.0,,5.0,,13463-67-7,Titanium dioxide
9742,l'occitane,,,4.5,4.8,Bath Soap Rose - Les 4 Reines,3.5,4.5,4.8,4.6,13463-67-7,Titanium dioxide
9957,l'occitane,,,,4.8,Tonic Water Flowers - Harvest Honey,3.4,,4.5,4.7,13463-67-7,Titanium dioxide
10103,l'occitane,,,,4.0,Gentle Scrub - Care at Shea,3.8,,4.5,4.6,13463-67-7,Titanium dioxide
10140,l'occitane,,,,4.4,Nail and Cuticle Care - Care at Shea,3.9,,,4.6,13463-67-7,Titanium dioxide
10159,l'occitane,,,,,Room Fragrance Concentrate - The Green,4.0,,5.0,,13463-67-7,Titanium dioxide
10238,l'occitane,,,,4.3,Marmalade Soft Skin - Orange Ribbon,3.5,,4.5,4.4,13463-67-7,Titanium dioxide
10275,l'occitane,,,,4.3,Ultra Rich Body Scrub - Care at Shea,2.8,,4.5,5.0,13463-67-7,Titanium dioxide
10279,l'occitane,4.2,4.5,,4.2,Perlee Creme de Roses - The 4 Queens,3.6,,4.9,4.8,13463-67-7,Titanium dioxide
10686,l'occitane,,,,4.3,Bark Scrub - L'Occitane Men,3.5,,4.7,4.3,13463-67-7,Titanium dioxide
10881,l'occitane,,,,4.0,Gentle Scrub Face - Care at Shea,3.7,,4.6,4.6,13463-67-7,Titanium dioxide
10887,l'occitane,,,,4.7,Gloss Orange Sorbet - orange ribbon,3.3,,,3.7,13463-67-7,Titanium dioxide
10910,l'occitane,3.9,4.5,,4.9,Organic Lavender Body Lotion - Lavender Harvest,3.5,,3.9,4.9,13463-67-7,Titanium dioxide
10911,l'occitane,,,5.0,4.8,Time Soap Lavender - Lavender Harvest,4.3,5.0,5.0,5.0,13463-67-7,Titanium dioxide
10914,l'occitane,,,,,Cade Shaving Oil - L'Occitane Men,,,4.7,,13463-67-7,Titanium dioxide
10915,l'occitane,,,,4.3,Facial Cleansing Gel - Lavender Harvest,3.8,,4.2,4.4,13463-67-7,Titanium dioxide
10917,l'occitane,,,,,Occitan Shaving Gel - L'Occitane Men,,,4.5,,13463-67-7,Titanium dioxide
10918,l'occitane,,,,4.5,After Shave Balm Occitan - L'Occitane Men,3.8,,4.8,4.3,13463-67-7,Titanium dioxide
10919,l'occitane,,,,3.0,After-shave lotion Cade - L'Occitane Men,4.0,,4.0,4.0,13463-67-7,Titanium dioxide
10920,l'occitane,,,4.5,4.3,Cade Invigorating Shower Gel - L'Occitane Men,4.0,4.5,4.8,4.3,13463-67-7,Titanium dioxide
10921,l'occitane,,,4.7,4.7,L'Occitan Shower Gel - L'Occitane Men,3.0,4.7,4.7,4.7,13463-67-7,Titanium dioxide
10922,l'occitane,,,4.2,4.6,Baux Shower Gel - L'Occitane Men,3.2,4.2,4.8,4.4,13463-67-7,Titanium dioxide
10924,l'occitane,4.8,5.0,,5.0,Deodorant Stick Baux - L'Occitane Men,4.1,,5.0,5.0,13463-67-7,Titanium dioxide
11122,l'occitane,,,,4.6,Gloss Cherry Blossom,3.3,,,3.7,13463-67-7,Titanium dioxide
11123,l'occitane,,,4.4,4.4,Mousse Douceur Shower Gel - Cherry Blossom,3.2,4.3,4.6,4.5,13463-67-7,Titanium dioxide
11124,l'occitane,3.6,4.1,,4.3,Pearl milk Irise - Cherry Blossom,3.1,,4.5,4.2,13463-67-7,Titanium dioxide
11126,l'occitane,,,,4.6,Scented Body Powder - Cherry Blossom,3.4,,4.3,4.5,13463-67-7,Titanium dioxide
11127,l'occitane,,,,,Welcome water - Cherry Blossom,3.5,,4.5,,13463-67-7,Titanium dioxide
11140,l'occitane,,,,,Incense Cones Vanilla - The Vanilliers,4.5,,5.0,,13463-67-7,Titanium dioxide
11141,l'occitane,3.6,4.4,,4.2,Sublime Oil - Rose and Queen,3.4,,4.6,4.4,13463-67-7,Titanium dioxide
11142,l'occitane,,,,3.8,Creme Masque - Immortal,3.3,,4.2,4.3,13463-67-7,Titanium dioxide
11143,l'occitane,,,,4.4,Cleansing Milk - Immortal,2.8,,4.3,4.3,13463-67-7,Titanium dioxide
11867,l'occitane,,,,4.4,Freshness foam Express Legs - Harvest of Verbena,1.5,,3.8,3.1,13463-67-7,Titanium dioxide
11868,l'occitane,2.9,3.8,,4.2,Freshness Powder Gel Foot - Harvest of Verbena,3.3,,4.7,4.4,13463-67-7,Titanium dioxide
12197,l'occitane,,,4.4,4.2,Citrus Verbena Shower Gel - Verbena Harvest of,2.8,4.5,4.5,4.5,13463-67-7,Titanium dioxide
12351,l'occitane,,,4.6,4.8,Soap - Orange Ribbon,3.6,4.5,4.0,4.7,13463-67-7,Titanium dioxide
12373,l'occitane,,,4.3,4.3,Verbena Shower Gel - Verbena Harvest of,3.2,4.4,4.4,4.1,13463-67-7,Titanium dioxide
12422,l'occitane,,,,,Verbena Home Perfume - Harvest of Verbena,3.3,,4.6,,13463-67-7,Titanium dioxide
12575,l'occitane,,,4.3,4.4,Shower Mousse - The White,3.0,4.6,4.6,4.5,13463-67-7,Titanium dioxide
12577,l'occitane,,,5.0,5.0,Soap Perfume - The White,5.0,5.0,5.0,4.0,13463-67-7,Titanium dioxide
12578,l'occitane,,,5.0,4.3,Soap Perfume - The Green,3.8,5.0,4.5,4.8,13463-67-7,Titanium dioxide
12579,l'occitane,4.2,4.7,,4.5,Body Lotion - The White,3.5,,4.7,4.8,13463-67-7,Titanium dioxide
12581,l'occitane,,,,,Candle Lavender - Lavender Harvest,5.0,,5.0,,13463-67-7,Titanium dioxide
13036,l'occitane,,,4.8,5.0,Rope Soap - Verbena Harvest of,3.0,4.3,4.5,4.5,13463-67-7,Titanium dioxide
13056,l'occitane,4.0,5.0,,4.0,Mosquito wipes Lavender - Lavender Harvest,4.5,,5.0,5.0,13463-67-7,Titanium dioxide
13057,l'occitane,,,,3.9,Sparkling Sugar - The Green,3.3,4.2,4.3,4.1,13463-67-7,Titanium dioxide
13059,l'occitane,2.9,3.7,,4.4,Deodorant Stick Freshness - Harvest of Verbena,2.9,,4.4,4.2,13463-67-7,Titanium dioxide
13156,l'occitane,,,4.3,4.5,Shower Gel Body and Hair - The Green,3.9,4.4,4.4,4.4,13463-67-7,Titanium dioxide
11073,philosophy,3.0,5.0,,3.0,Powdered Sugar Cookie Body Souffle,3.0,,2.0,5.0,13463-67-7,Titanium dioxide
51,nivea,,,,4.3,Regenerating After Sun Balm Care - Nivea Sun,,,4.0,4.6,13463-67-7,Titanium dioxide
52,nivea,,,,4.1,Care Sparkling Milk Protector SPF 4 - Nivea Sun,3.9,,4.1,4.4,13463-67-7,Titanium dioxide
154,nivea,4.0,4.1,,3.8,Activant Day Care - Nivea Vital,4.3,,4.1,4.3,13463-67-7,Titanium dioxide
162,nivea,3.4,3.8,,4.1,Ball Deo Pure Invisible - Nivea Deodorant,3.5,,3.8,3.7,13463-67-7,Titanium dioxide
165,nivea,2.6,2.9,,3.2,Complete Care Eye Contour - Nivea Vital,3.3,,3.3,3.4,13463-67-7,Titanium dioxide
167,nivea,3.0,3.7,,4.2,Atomizer Pure Invisible - Nivea Deodorant,3.1,,3.5,3.7,13463-67-7,Titanium dioxide
168,nivea,,,,4.0,Cream of Rice Gentle Scrub - Nivea Bath Care,4.3,,4.3,4.0,13463-67-7,Titanium dioxide
170,nivea,,,4.4,3.6,Gentle Care Shower Rice - Nivea Bath Care,3.9,4.4,4.5,4.4,13463-67-7,Titanium dioxide
328,nivea,,,,4.1,Gentle Cleansing Gel Hair and Body - Nivea Baby,3.9,,4.2,4.2,13463-67-7,Titanium dioxide
378,nivea,,,,,Lash Designer - Nivea Beaute,3.6,,,,13463-67-7,Titanium dioxide
388,nivea,,,,4.1,Like Skin Eye Colour - Nivea Beaute,3.0,,,3.2,13463-67-7,Titanium dioxide
476,nivea,,,,4.8,Terra Stay Real - Nivea Beaute,3.9,,,4.7,13463-67-7,Titanium dioxide
496,nivea,,,,3.8,Sensitive After Shave Balm - Nivea For Men,3.8,,4.2,4.0,13463-67-7,Titanium dioxide
532,nivea,,,,4.0,Care Moisturizing Milk Guards - Nivea Sun,4.0,,4.2,4.0,13463-67-7,Titanium dioxide
642,nivea,,,,4.0,Active Care Firming - Nivea for Men,4.0,,4.2,4.6,13463-67-7,Titanium dioxide
735,nivea,,,,4.1,Cleansing Milk Moisturiser - Nivea Baby,3.9,,4.4,4.3,13463-67-7,Titanium dioxide
792,nivea,,,,4.0,Freshwater Cleanser - Nivea Baby,3.6,,4.6,4.3,13463-67-7,Titanium dioxide
961,nivea,,,,4.3,Milk 30 or 50+ IP Protector - Nivea Sun Care Sensitive,3.4,,3.9,3.8,13463-67-7,Titanium dioxide
968,nivea,,,,,Waterproof Lash Revolution - Nivea Beaute,3.3,,,,13463-67-7,Titanium dioxide
981,nivea,2.3,2.6,,3.9,Treatment Concealer Anti-pockets - Nivea Visage,3.0,,3.4,3.9,13463-67-7,Titanium dioxide
1021,nivea,,,,4.0,Caring Sun Spray Water - Nivea Sun,3.5,,4.2,3.8,13463-67-7,Titanium dioxide
1039,nivea,,,,4.3,Freshness Spray Aqua Spray - Nivea Sun,3.8,,4.2,4.2,13463-67-7,Titanium dioxide
1050,nivea,,,4.9,4.7,Water Aroma Shower Gel - Nivea Bath Care,4.6,4.6,4.9,4.6,13463-67-7,Titanium dioxide
1054,nivea,,,4.6,4.8,Fire Aroma Shower Gel - Nivea Bath Care,4.0,4.8,3.8,4.8,13463-67-7,Titanium dioxide
1055,nivea,,,4.1,3.9,Aroma Shower Gel Earth - Nivea Bath Care,3.4,4.3,3.5,4.3,13463-67-7,Titanium dioxide
1056,nivea,,,5.0,5.0,Air Aroma Shower Gel - Nivea Bath Care,4.3,4.5,5.0,5.0,13463-67-7,Titanium dioxide
1196,nivea,2.9,3.2,3.5,3.8,Color Radiance Shampoo - Nivea Hair Care,3.1,3.3,4.1,3.9,13463-67-7,Titanium dioxide
1243,nivea,,,,4.1,Gloss Lacquer - Nivea Beaute,3.2,,,2.9,13463-67-7,Titanium dioxide
1367,nivea,,,4.8,4.7,Care Sensitive Soothing Shower - Nivea Bath Care,4.5,4.8,4.2,4.7,13463-67-7,Titanium dioxide
1466,nivea,,,,4.2,Sensitive Wipes Soft Like Cotton - Nivea Baby,4.3,,4.4,4.6,13463-67-7,Titanium dioxide
1594,nivea,3.4,3.8,,4.0,Gel-Creme Matte Moisturizer - Nivea Visage,3.9,,3.9,4.1,13463-67-7,Titanium dioxide
1759,nivea,3.8,4.5,4.5,4.2,Volume Shampoo Sensitive - Nivea Hair Care,4.3,4.5,4.7,4.7,13463-67-7,Titanium dioxide
2045,nivea,,,,3.8,Moisturizing Balm - Nivea for Men,3.9,,4.2,4.0,13463-67-7,Titanium dioxide
2083,nivea,,,,,Optimal Mascara - Nivea Beaute,3.6,,,,13463-67-7,Titanium dioxide
2090,nivea,,,,3.1,Stay Real Liquid - Nivea Beaute,2.8,,,3.2,13463-67-7,Titanium dioxide
2144,nivea,,,,3.9,Creative Eyes Trio,2.7,,,3.3,13463-67-7,Titanium dioxide
2180,nivea,2.9,3.3,,3.9,Creme Energy - Nivea Visage,3.3,,4.0,4.0,13463-67-7,Titanium dioxide
2300,nivea,,,,3.8,Gentle Body Scrub - Nivea Body,3.5,,3.7,3.6,13463-67-7,Titanium dioxide
2338,nivea,,,,4.4,Stay Real Compact Foundation - Nivea Beaute,3.7,,,4.4,13463-67-7,Titanium dioxide
2346,nivea,,,,4.4,Stay Real Compact Powder - Nivea Beaute,3.7,,,4.3,13463-67-7,Titanium dioxide
2495,nivea,,,,4.0,Stay Real Blush,4.3,,,4.5,13463-67-7,Titanium dioxide
2578,nivea,,,,3.5,Softness Remover Wipes - Nivea face,2.8,,3.6,3.6,13463-67-7,Titanium dioxide
2595,nivea,,,,4.1,Change wipe Soft Creme - Nivea Baby,3.5,,4.5,4.2,13463-67-7,Titanium dioxide
2709,nivea,,,,4.2,Stay-On Eye Contour - Nivea Beaute,3.4,,,3.7,13463-67-7,Titanium dioxide
2774,nivea,,,,3.8,Matt Refine Foundation Base - Nivea Beaute,3.3,,,3.3,13463-67-7,Titanium dioxide
2775,nivea,,,,4.3,Refine Matt Pressed Powder - Nivea Beaute,3.8,,,4.3,13463-67-7,Titanium dioxide
2776,nivea,,,,4.3,Loose Powder Stay Real - Nivea Beaute,3.8,,,4.5,13463-67-7,Titanium dioxide
2800,nivea,,,,3.7,Gentle Cleansing Milk - Nivea Visage,3.8,,4.1,3.9,13463-67-7,Titanium dioxide
2827,nivea,,,,4.5,Stay-On Lip Liner - Nivea Beaute,4.3,,,4.8,13463-67-7,Titanium dioxide
2893,nivea,2.6,2.1,,3.7,New Skin - Nivea Visage,2.7,,3.0,3.6,13463-67-7,Titanium dioxide
2990,nivea,,,4.3,4.2,Invigorating Shower Milk - Nivea Bath Care,3.8,4.1,4.1,4.3,13463-67-7,Titanium dioxide
2991,nivea,3.2,3.7,,3.9,Day Care Tint Moisturizer - Nivea Visage,3.7,,4.1,3.8,13463-67-7,Titanium dioxide
3011,nivea,2.3,2.3,,2.8,Lip Stick - Nivea Sun Alpin,2.5,,3.0,1.8,13463-67-7,Titanium dioxide
3055,nivea,,,,4.0,True Intensity - Nivea Beaute,3.9,,,4.2,13463-67-7,Titanium dioxide
3233,nivea,,,,4.1,Q10 Eye Care - Nivea for Men,3.4,,3.4,4.0,13463-67-7,Titanium dioxide
3479,nivea,4.0,4.0,4.0,3.5,Sublime Radiance Shampoo - Nivea Hair Care,4.5,4.5,4.5,4.5,13463-67-7,Titanium dioxide
3616,nivea,,,,,Eyes Wide Open,3.1,,,,13463-67-7,Titanium dioxide
3749,nivea,,,,4.2,Intensive Nourishing Care - Nivea Hand,4.2,,4.4,4.5,13463-67-7,Titanium dioxide
3751,nivea,,,,4.0,Turbo Colour,3.1,,,3.2,13463-67-7,Titanium dioxide
3786,nivea,,,,4.3,Extreme Stay,2.9,,,3.1,13463-67-7,Titanium dioxide
3885,nivea,,,,4.0,Good Bye Cellulite - Nivea Body,3.7,,4.1,4.3,13463-67-7,Titanium dioxide
3894,nivea,5.0,5.0,5.0,3.0,Vitality Shampoo - Nivea Hair Care,5.0,5.0,5.0,5.0,13463-67-7,Titanium dioxide
4484,nivea,,,,4.1,Summer Beauty - Nivea Body,4.2,,3.3,4.1,13463-67-7,Titanium dioxide
4486,nivea,,,,3.8,Good Bye Cellulite Patches - Nivea Body,1.4,,3.3,2.7,13463-67-7,Titanium dioxide
4542,nivea,,,,3.7,Liquid Eye Liner,2.0,,,2.5,13463-67-7,Titanium dioxide
4658,nivea,3.6,4.0,,4.5,Clean'n'Perfect - Nivea Visage Young,3.9,,4.3,4.4,13463-67-7,Titanium dioxide
4964,nivea,2.3,2.5,,3.7,Complexion Perfection Anti-Spot Brightening Programme - Nivea Vital,3.2,,2.5,3.2,13463-67-7,Titanium dioxide
4965,nivea,3.7,4.0,,3.9,Reactive Skin Moisturizer Night - Nivea Visage Sensitive,3.7,,3.6,4.1,13463-67-7,Titanium dioxide
5014,nivea,,,,4.3,Water Scent - Nivea Baby,4.2,,4.4,4.5,13463-67-7,Titanium dioxide
5066,nivea,4.2,4.4,,4.1,Lotion Sensitive,4.3,,4.3,4.3,13463-67-7,Titanium dioxide
5155,nivea,,,,4.3,Colour Mini - Nivea Beaute,3.7,,,4.2,13463-67-7,Titanium dioxide
5214,nivea,,,,4.7,Facial Self Tanning Skin Mates - Nivea Sun,4.0,,4.2,4.5,13463-67-7,Titanium dioxide
5365,nivea,,,,3.5,Film Mask Smoothing Exfoliator - Nivea Visage,3.7,,3.7,3.7,13463-67-7,Titanium dioxide
5450,nivea,4.0,4.3,,4.3,Sensitive Deodorant Ball - Nivea For Men,3.9,,4.1,4.0,13463-67-7,Titanium dioxide
5454,nivea,4.3,4.7,,4.3,Ball Deodorant Aqua Cool - Nivea For Men,4.3,,4.5,4.4,13463-67-7,Titanium dioxide
5455,nivea,4.1,4.1,,4.6,Fresh Deodorant Ball - Nivea For Men,4.0,,4.3,4.1,13463-67-7,Titanium dioxide
5457,nivea,3.8,4.6,,4.1,Anti-Perspirant Deodorant Ball - Nivea For Men,4.0,,4.6,4.2,13463-67-7,Titanium dioxide
5522,nivea,3.5,3.9,,4.2,Gel-Creme Extra Freshness - Aqua Sensation,3.5,,4.3,4.4,13463-67-7,Titanium dioxide
5715,nivea,,,,4.0,Fair Skin Care Tanning Lotion Sun Touch - Nivea Sun,3.3,,3.3,4.0,13463-67-7,Titanium dioxide
5748,nivea,,,,4.0,Ultra High Protection Lotion - Nivea Baby,2.9,,4.1,3.7,13463-67-7,Titanium dioxide
5798,nivea,,,,4.4,Facial Anti-Aging Creme Proctectrice - Nivea Sun,4.3,,4.4,4.6,13463-67-7,Titanium dioxide
5878,nivea,,,,4.2,Red Lip Colour Passion - Nivea Beaute,3.6,,,4.3,13463-67-7,Titanium dioxide
5879,nivea,,,,3.5,Red Lip Gloss Colour Passion - Nivea Beaute,3.0,,,3.6,13463-67-7,Titanium dioxide
6015,nivea,,,,4.1,Balancing Purifying Mask Tube - Nivea Visage,3.9,,4.0,4.3,13463-67-7,Titanium dioxide
6035,nivea,,,4.0,3.9,Intimate Hygiene Wipes Fleur d'Elle - Nivea Intimate,3.7,3.9,3.8,4.1,13463-67-7,Titanium dioxide
6044,nivea,,,4.4,4.3,Soothing Shower Gel - Nivea Bath Care,3.7,3.8,3.5,4.2,13463-67-7,Titanium dioxide
6133,nivea,,,,3.8,Vitamin Radiance Mask - Nivea Visage,3.6,,4.1,4.1,13463-67-7,Titanium dioxide
6146,nivea,,,,3.6,Exfoliating care Bisabolol - Nivea Body,3.2,,3.7,4.0,13463-67-7,Titanium dioxide
6289,nivea,3.2,3.7,,4.2,Tint Moisturizer Be Beautiful - Nivea Visage Young,3.8,,3.8,3.9,13463-67-7,Titanium dioxide
6293,nivea,,,,,Ideal Revolution - Nivea Beaute,3.5,,,,13463-67-7,Titanium dioxide
6296,nivea,,,,4.2,Energy Flash - Nivea Beaute,3.1,,,3.7,13463-67-7,Titanium dioxide
6381,nivea,,,,4.1,Stay On Cover Stick - Nivea Beaute,3.6,,,3.7,13463-67-7,Titanium dioxide
6382,nivea,3.1,4.3,,4.3,Fresh Deodorant Wipes - Nivea Deodorant,3.4,,3.9,4.2,13463-67-7,Titanium dioxide
6385,nivea,,,,4.0,Expert Eye Liner - Nivea Beaute,3.5,,,4.0,13463-67-7,Titanium dioxide
6447,nivea,,,,,EyesWide Open Waterproof - Nivea Beaute,1.9,,,,13463-67-7,Titanium dioxide
6512,nivea,3.3,3.6,,3.7,Anti-Perspirant Spray - Nivea Deodorant,3.2,,3.5,3.1,13463-67-7,Titanium dioxide
6562,nivea,3.2,3.2,,3.7,Intense Protection - Nivea Visage,3.4,,3.8,3.7,13463-67-7,Titanium dioxide
6601,nivea,3.8,3.9,,3.9,Reshaping Care Firming Q10 Plus - Nivea Body,4.1,,4.0,4.4,13463-67-7,Titanium dioxide
6838,nivea,,,,4.4,After Sun Care Refreshing Spray,,,4.3,4.3,13463-67-7,Titanium dioxide
